"","date","areaName","cumCases","cumDeaths","newCases","newDeaths","newCasesAvg"
"730",2020-11-06,3,159944,5681,3634,72,450.5
"731",2020-11-05,3,156310,5609,3587,61,447.4
"732",2020-11-04,3,152723,5548,3505,49,445
"733",2020-11-03,3,149218,5499,3948,72,446.4
"734",2020-11-02,3,145270,5427,4669,47,439.7
"735",2020-11-01,3,140601,5380,2820,54,424.8
"736",2020-10-31,3,137781,5326,2627,59,412.6
"737",2020-10-30,3,135154,5267,3465,52,405.8
"738",2020-10-29,3,131689,5215,3456,51,396.9
"739",2020-10-28,3,128233,5164,3581,41,394.1
"740",2020-10-27,3,124652,5123,3580,41,392.5
"741",2020-10-26,3,121072,5082,3848,41,392.2
"742",2020-10-25,3,117224,5041,2150,34,391.8
"743",2020-10-24,3,115074,5007,2250,35,393
"744",2020-10-23,3,112824,4972,2978,39,395.1
"745",2020-10-22,3,109846,4933,3300,34,385.2
"746",2020-10-21,3,106546,4899,3491,46,370.4
"747",2020-10-20,3,103055,4853,3565,39,357.4
"748",2020-10-19,3,99490,4814,3825,33,338.6
"749",2020-10-18,3,95665,4781,2217,23,318.9
"750",2020-10-17,3,93448,4758,2367,35,308.1
"751",2020-10-16,3,91081,4723,2433,28,299.9
"752",2020-10-15,3,88648,4695,2487,17,289.6
"753",2020-10-14,3,86161,4678,2773,18,288.5
"754",2020-10-13,3,83388,4660,2529,18,286.4
"755",2020-10-12,3,80859,4642,2744,20,284.3
"756",2020-10-11,3,78115,4622,1621,16,275.7
"757",2020-10-10,3,76494,4606,1916,18,276.7
"758",2020-10-09,3,74578,4588,1869,22,272
"759",2020-10-08,3,72709,4566,2425,13,278.1
"760",2020-10-07,3,70284,4553,2658,17,272.8
"761",2020-10-06,3,67626,4536,2414,14,257
"762",2020-10-05,3,65212,4522,2266,13,238.2
"763",2020-10-04,3,62946,4509,1677,8,223.4
"764",2020-10-03,3,61269,4501,1658,7,211.6
"765",2020-10-02,3,59611,4494,2206,13,196.4
"766",2020-10-01,3,57405,4481,2134,13,170.9
"767",2020-09-30,3,55271,4468,1787,6,148.8
"768",2020-09-29,3,53484,4462,1382,4,129.6
"769",2020-09-28,3,52102,4458,1451,8,117.5
"770",2020-09-27,3,50651,4450,1024,13,102.3
"771",2020-09-26,3,49627,4437,823,8,95.8
"772",2020-09-25,3,48804,4429,801,7,91
"773",2020-09-24,3,48003,4422,923,7,86.5
"774",2020-09-23,3,47080,4415,728,6,80.1
"775",2020-09-22,3,46352,4409,714,11,76.8
"776",2020-09-21,3,45638,4398,616,6,71.4
"777",2020-09-20,3,45022,4392,665,6,67.3
"778",2020-09-19,3,44357,4386,559,5,60.6
"779",2020-09-18,3,43798,4381,557,15,56.1
"780",2020-09-17,3,43241,4366,569,8,53
"781",2020-09-16,3,42672,4358,545,9,51
"782",2020-09-15,3,42127,4349,419,5,48.2
"783",2020-09-14,3,41708,4344,387,6,47.6
"784",2020-09-13,3,41321,4338,297,6,50.1
"785",2020-09-12,3,41024,4332,314,11,50.2
"786",2020-09-11,3,40710,4321,384,7,50.2
"787",2020-09-10,3,40326,4314,461,6,48.7
"788",2020-09-09,3,39865,4308,393,5,46.4
"789",2020-09-08,3,39472,4303,381,7,46
"790",2020-09-07,3,39091,4296,525,6,43.9
"791",2020-09-06,3,38566,4290,305,6,37.9
"792",2020-09-05,3,38261,4284,312,7,34.9
"793",2020-09-04,3,37949,4277,303,8,32.3
"794",2020-09-03,3,37646,4269,335,5,29.8
"795",2020-09-02,3,37311,4264,373,10,27.3
"796",2020-09-01,3,36938,4254,264,6,22.7
"797",2020-08-31,3,36674,4248,192,3,20.3
"798",2020-08-30,3,36482,4245,143,4,19.2
"799",2020-08-29,3,36339,4241,170,7,18.3
"800",2020-08-28,3,36169,4234,161,4,16.8
"801",2020-08-27,3,36008,4230,199,4,16.3
"802",2020-08-26,3,35809,4226,119,5,15.6
"803",2020-08-25,3,35690,4221,135,6,16
"804",2020-08-24,3,35555,4215,131,5,15.8
"805",2020-08-23,3,35424,4210,93,5,15.7
"806",2020-08-22,3,35331,4205,89,4,15.4
"807",2020-08-21,3,35242,4201,129,9,15.8
"808",2020-08-20,3,35113,4192,165,6,16.4
"809",2020-08-19,3,34948,4186,140,6,16.6
"810",2020-08-18,3,34808,4180,122,8,17.2
"811",2020-08-17,3,34686,4172,126,6,18.3
"812",2020-08-16,3,34560,4166,79,4,20.1
"813",2020-08-15,3,34481,4162,108,9,20.4
"814",2020-08-14,3,34373,4153,161,4,20.3
"815",2020-08-13,3,34212,4149,179,7,19.6
"816",2020-08-12,3,34033,4142,171,7,19.5
"817",2020-08-11,3,33862,4135,185,9,19.3
"818",2020-08-10,3,33677,4126,221,7,18.6
"819",2020-08-09,3,33456,4119,97,6,17.2
"820",2020-08-08,3,33359,4113,104,3,17
"821",2020-08-07,3,33255,4110,120,1,16.5
"822",2020-08-06,3,33135,4109,177,5,16.2
"823",2020-08-05,3,32958,4104,157,6,15.5
"824",2020-08-04,3,32801,4098,146,7,15.6
"825",2020-08-03,3,32655,4091,144,5,15.7
"826",2020-08-02,3,32511,4086,85,6,15.6
"827",2020-08-01,3,32426,4080,81,10,15.8
"828",2020-07-31,3,32345,4070,99,6,15.9
"829",2020-07-30,3,32246,4064,140,4,16
"830",2020-07-29,3,32106,4060,163,5,15.4
"831",2020-07-28,3,31943,4055,150,11,14.3
"832",2020-07-27,3,31793,4044,143,4,13.4
"833",2020-07-26,3,31650,4040,91,8,12.9
"834",2020-07-25,3,31559,4032,88,5,13.1
"835",2020-07-24,3,31471,4027,108,9,13.3
"836",2020-07-23,3,31363,4018,106,6,13.1
"837",2020-07-22,3,31257,4012,103,8,12.8
"838",2020-07-21,3,31154,4004,100,10,13
"839",2020-07-20,3,31054,3994,115,7,13.6
"840",2020-07-19,3,30939,3987,101,7,14
"841",2020-07-18,3,30838,3980,97,7,14
"842",2020-07-17,3,30741,3973,100,7,13.8
"843",2020-07-16,3,30641,3966,86,4,13.6
"844",2020-07-15,3,30555,3962,119,7,13.8
"845",2020-07-14,3,30436,3955,133,9,13.9
"846",2020-07-13,3,30303,3946,135,13,13.4
"847",2020-07-12,3,30168,3933,98,7,13.1
"848",2020-07-11,3,30070,3926,86,6,13
"849",2020-07-10,3,29984,3920,92,11,12.8
"850",2020-07-09,3,29892,3909,97,6,13.1
"851",2020-07-08,3,29795,3903,126,11,13.2
"852",2020-07-07,3,29669,3892,103,7,13.3
"853",2020-07-06,3,29566,3885,120,6,13.4
"854",2020-07-05,3,29446,3879,90,7,13.7
"855",2020-07-04,3,29356,3872,77,13,13.8
"856",2020-07-03,3,29279,3859,106,8,15.1
"857",2020-07-02,3,29173,3851,104,12,16
"858",2020-07-01,3,29069,3839,131,6,16.7
"859",2020-06-30,3,28938,3833,112,17,17.1
"860",2020-06-29,3,28826,3816,133,8,18.2
"861",2020-06-28,3,28693,3808,97,10,18.6
"862",2020-06-27,3,28596,3798,149,9,19
"863",2020-06-26,3,28447,3789,152,15,19.2
"864",2020-06-25,3,28295,3774,143,13,20.2
"865",2020-06-24,3,28152,3761,156,23,22.2
"866",2020-06-23,3,27996,3738,172,15,23.6
"867",2020-06-22,3,27824,3723,156,13,24.4
"868",2020-06-21,3,27668,3710,116,12,25
"869",2020-06-20,3,27552,3698,163,10,25.8
"870",2020-06-19,3,27389,3688,203,7,26.3
"871",2020-06-18,3,27186,3681,258,17,27.1
"872",2020-06-17,3,26928,3664,230,15,26
"873",2020-06-16,3,26698,3649,216,8,25.9
"874",2020-06-15,3,26482,3641,189,19,25.1
"875",2020-06-14,3,26293,3622,159,18,25.1
"876",2020-06-13,3,26134,3604,193,12,24.9
"877",2020-06-12,3,25941,3592,246,17,23.6
"878",2020-06-11,3,25695,3575,197,18,22
"879",2020-06-10,3,25498,3557,226,20,21.6
"880",2020-06-09,3,25272,3537,173,22,21.3
"881",2020-06-08,3,25099,3515,188,18,21.7
"882",2020-06-07,3,24911,3497,149,16,21.8
"883",2020-06-06,3,24762,3481,121,25,22.3
"884",2020-06-05,3,24641,3456,155,21,23.1
"885",2020-06-04,3,24486,3435,179,22,23.9
"886",2020-06-03,3,24307,3413,206,27,25.6
"887",2020-06-02,3,24101,3386,197,27,26.5
"888",2020-06-01,3,23904,3359,191,28,27.1
"889",2020-05-31,3,23713,3331,177,23,28.2
"890",2020-05-30,3,23536,3308,164,29,28.7
"891",2020-05-29,3,23372,3279,199,30,30
"892",2020-05-28,3,23173,3249,274,31,31.3
"893",2020-05-27,3,22899,3218,254,28,33.2
"894",2020-05-26,3,22645,3190,232,30,34
"895",2020-05-25,3,22413,3160,254,35,36.8
"896",2020-05-24,3,22159,3125,204,29,36.9
"897",2020-05-23,3,21955,3096,235,27,37.7
"898",2020-05-22,3,21720,3069,267,35,38.1
"899",2020-05-21,3,21453,3034,383,28,39.4
"900",2020-05-20,3,21070,3006,295,33,38.9
"901",2020-05-19,3,20775,2973,388,30,40.9
"902",2020-05-18,3,20387,2943,261,36,40.6
"903",2020-05-17,3,20126,2907,244,30,43.6
"904",2020-05-16,3,19882,2877,259,40,44.6
"905",2020-05-15,3,19623,2837,337,48,44.3
"906",2020-05-14,3,19286,2789,355,43,44.6
"907",2020-05-13,3,18931,2746,405,40,46.5
"908",2020-05-12,3,18526,2706,375,31,46.7
"909",2020-05-11,3,18151,2675,426,34,47.8
"910",2020-05-10,3,17725,2641,296,49,46.5
"911",2020-05-09,3,17429,2592,245,41,48.1
"912",2020-05-08,3,17184,2551,352,48,50.6
"913",2020-05-07,3,16832,2503,459,60,55.5
"914",2020-05-06,3,16373,2443,415,57,57.7
"915",2020-05-05,3,15958,2386,440,54,63.1
"916",2020-05-04,3,15518,2332,350,55,63.9
"917",2020-05-03,3,15168,2277,384,50,66.8
"918",2020-05-02,3,14784,2227,385,58,67.5
"919",2020-05-01,3,14399,2169,621,55,68.1
"920",2020-04-30,3,13778,2114,578,60,67.5
"921",2020-04-29,3,13200,2054,713,77,65.2
"922",2020-04-28,3,12487,1977,486,60,62.5
"923",2020-04-27,3,12001,1917,510,67,60
"924",2020-04-26,3,11491,1850,423,64,58
"925",2020-04-25,3,11068,1786,414,61,57.9
"926",2020-04-24,3,10654,1725,591,71,57
"927",2020-04-23,3,10063,1654,450,52,52.6
"928",2020-04-22,3,9613,1602,563,69,51.2
"929",2020-04-21,3,9050,1533,350,66,49.6
"930",2020-04-20,3,8700,1467,400,73,49
"931",2020-04-19,3,8300,1394,417,65,47.6
"932",2020-04-18,3,7883,1329,364,62,44.9
"933",2020-04-17,3,7519,1267,351,71,43
"934",2020-04-16,3,7168,1196,374,82,42.1
"935",2020-04-15,3,6794,1114,474,80,40.8
"936",2020-04-14,3,6320,1034,314,63,38
"937",2020-04-13,3,6006,971,326,64,38.4
"938",2020-04-12,3,5680,907,268,62,38.3
"939",2020-04-11,3,5412,845,261,59,37.3
"940",2020-04-10,3,5151,786,299,71,36.3
"941",2020-04-09,3,4852,715,303,71,36.2
"942",2020-04-08,3,4549,644,318,76,35.1
"943",2020-04-07,3,4231,568,336,60,34.7
"944",2020-04-06,3,3895,508,321,56,34.4
"945",2020-04-05,3,3574,452,217,52,33.7
"946",2020-04-04,3,3357,400,202,69,33.9
"947",2020-04-03,3,3155,331,293,53,34
"948",2020-04-02,3,2862,278,242,44,31.5
"949",2020-04-01,3,2620,234,297,42,30.3
"1044",2020-12-08,4,149881,6005,1390,33,172.6
"1045",2020-12-07,4,148491,5972,1559,45,170.1
"1046",2020-12-06,4,146932,5927,953,42,167.7
"1047",2020-12-05,4,145979,5885,854,44,164.4
"1048",2020-12-04,4,145125,5841,1095,52,164.8
"1049",2020-12-03,4,144030,5789,1240,54,165.4
"1050",2020-12-02,4,142790,5735,1257,57,163.8
"1051",2020-12-01,4,141533,5678,1268,61,165.6
"1052",2020-11-30,4,140265,5617,1442,48,169.5
"1053",2020-11-29,4,138823,5569,795,51,173.4
"1054",2020-11-28,4,138028,5518,873,58,177.8
"1055",2020-11-27,4,137155,5460,1122,57,182.4
"1056",2020-11-26,4,136033,5403,1165,55,189.6
"1057",2020-11-25,4,134868,5348,1343,59,196.5
"1058",2020-11-24,4,133525,5289,1458,54,206.6
"1059",2020-11-23,4,132067,5235,1629,55,220.1
"1060",2020-11-22,4,130438,5180,1010,61,239.7
"1061",2020-11-21,4,129428,5119,1095,43,248
"1062",2020-11-20,4,128333,5076,1471,54,260.7
"1063",2020-11-19,4,126862,5022,1496,53,274.7
"1064",2020-11-18,4,125366,4969,1833,64,288.6
"1065",2020-11-17,4,123533,4905,2109,51,305.5
"1066",2020-11-16,4,121424,4854,2579,48,316.8
"1067",2020-11-15,4,118845,4806,1408,46,325.4
"1068",2020-11-14,4,117437,4760,1709,51,338
"1069",2020-11-13,4,115728,4709,2149,47,338.8
"1070",2020-11-12,4,113579,4662,2169,48,341.8
"1071",2020-11-11,4,111410,4614,2650,34,342.4
"1072",2020-11-10,4,108760,4580,2658,39,332
"1073",2020-11-09,4,106102,4541,2993,59,325.8
"1074",2020-11-08,4,103109,4482,2016,46,331
"1075",2020-11-07,4,101093,4436,1751,35,314.8
"1076",2020-11-06,4,99342,4401,2293,35,309.6
"1077",2020-11-05,4,97049,4366,2197,38,304.8
"1078",2020-11-04,4,94852,4328,2146,43,302.9
"1079",2020-11-03,4,92706,4285,2360,27,302.8
"1080",2020-11-02,4,90346,4258,3245,42,296.4
"1081",2020-11-01,4,87101,4216,1230,35,277.9
"1082",2020-10-31,4,85871,4181,1502,30,283
"1083",2020-10-30,4,84369,4151,2062,30,282.2
"1084",2020-10-29,4,82307,4121,2103,23,277.6
"1085",2020-10-28,4,80204,4098,2143,33,278
"1086",2020-10-27,4,78061,4065,2049,30,277.5
"1087",2020-10-26,4,76012,4035,2352,24,279.1
"1088",2020-10-25,4,73660,4011,1476,28,279.7
"1089",2020-10-24,4,72184,3983,1460,23,271.6
"1090",2020-10-23,4,70724,3960,1841,31,266.3
"1091",2020-10-22,4,68883,3929,2124,30,255
"1092",2020-10-21,4,66759,3899,2119,17,240.6
"1093",2020-10-20,4,64640,3882,2124,19,234
"1094",2020-10-19,4,62516,3863,2381,12,222.6
"1095",2020-10-18,4,60135,3851,1083,9,209.9
"1096",2020-10-17,4,59052,3842,1208,19,210.4
"1097",2020-10-16,4,57844,3823,1292,11,208.7
"1098",2020-10-15,4,56552,3812,1430,15,211.7
"1099",2020-10-14,4,55122,3797,1796,12,222.1
"1100",2020-10-13,4,53326,3785,1575,15,220.2
"1101",2020-10-12,4,51751,3770,1766,10,218.7
"1102",2020-10-11,4,49985,3760,1106,13,214.6
"1103",2020-10-10,4,48879,3747,1127,7,215.7
"1104",2020-10-09,4,47752,3740,1439,9,213.4
"1105",2020-10-08,4,46313,3731,1934,2,208.5
"1106",2020-10-07,4,44379,3729,1701,6,190.1
"1107",2020-10-06,4,42678,3723,1501,7,173
"1108",2020-10-05,4,41177,3716,1569,7,154.4
"1109",2020-10-04,4,39608,3709,1158,9,133.6
"1110",2020-10-03,4,38450,3700,1019,12,117.8
"1111",2020-10-02,4,37431,3688,1201,7,103.4
"1112",2020-10-01,4,36230,3681,1046,8,85.4
"1113",2020-09-30,4,35184,3673,871,6,70.6
"1114",2020-09-29,4,34313,3667,604,4,58.7
"1115",2020-09-28,4,33709,3663,561,6,51.8
"1116",2020-09-27,4,33148,3657,396,6,46.3
"1117",2020-09-26,4,32752,3651,323,2,43.5
"1118",2020-09-25,4,32429,3649,328,5,42
"1119",2020-09-24,4,32101,3644,333,5,40.6
"1120",2020-09-23,4,31768,3639,296,8,38.9
"1121",2020-09-22,4,31472,3631,269,6,37.8
"1122",2020-09-21,4,31203,3625,292,6,36.5
"1123",2020-09-20,4,30911,3619,265,5,34.6
"1124",2020-09-19,4,30646,3614,248,6,31.7
"1125",2020-09-18,4,30398,3608,259,3,29.4
"1126",2020-09-17,4,30139,3605,252,3,28.6
"1127",2020-09-16,4,29887,3602,243,6,27.7
"1128",2020-09-15,4,29644,3596,206,4,27.9
"1129",2020-09-14,4,29438,3592,200,7,30
"1130",2020-09-13,4,29238,3585,123,3,33
"1131",2020-09-12,4,29115,3582,141,7,33.2
"1132",2020-09-11,4,28974,3575,218,6,33.7
"1133",2020-09-10,4,28756,3569,207,4,33
"1134",2020-09-09,4,28549,3565,252,3,33.6
"1135",2020-09-08,4,28297,3562,311,4,33.4
"1136",2020-09-07,4,27986,3558,343,5,30.2
"1137",2020-09-06,4,27643,3553,135,6,24.9
"1138",2020-09-05,4,27508,3547,166,4,23.4
"1139",2020-09-04,4,27342,3543,182,7,21
"1140",2020-09-03,4,27160,3536,234,3,19.2
"1141",2020-09-02,4,26926,3533,244,4,16.1
"1142",2020-09-01,4,26682,3529,158,7,12.9
"1143",2020-08-31,4,26524,3522,87,5,11.2
"1144",2020-08-30,4,26437,3517,61,4,11.1
"1145",2020-08-29,4,26376,3513,49,2,10.9
"1146",2020-08-28,4,26327,3511,96,2,10.9
"1147",2020-08-27,4,26231,3509,84,7,11
"1148",2020-08-26,4,26147,3502,91,2,11.4
"1149",2020-08-25,4,26056,3500,73,4,11.6
"1150",2020-08-24,4,25983,3496,83,6,11.6
"1151",2020-08-23,4,25900,3490,52,1,12.8
"1152",2020-08-22,4,25848,3489,49,4,12.9
"1153",2020-08-21,4,25799,3485,101,1,13
"1154",2020-08-20,4,25698,3484,100,2,12.7
"1155",2020-08-19,4,25598,3482,101,4,12.9
"1156",2020-08-18,4,25497,3478,77,5,13.3
"1157",2020-08-17,4,25420,3473,138,4,15.3
"1158",2020-08-16,4,25282,3469,58,5,16.8
"1159",2020-08-15,4,25224,3464,55,7,17.1
"1160",2020-08-14,4,25169,3457,87,2,17.5
"1161",2020-08-13,4,25082,3455,109,6,17.6
"1162",2020-08-12,4,24973,3449,119,5,17.7
"1163",2020-08-11,4,24854,3444,176,5,17.6
"1164",2020-08-10,4,24678,3439,210,3,15.7
"1165",2020-08-09,4,24468,3436,72,8,13.6
"1166",2020-08-08,4,24396,3428,73,3,13.3
"1167",2020-08-07,4,24323,3425,91,6,13.2
"1168",2020-08-06,4,24232,3419,113,4,12.8
"1169",2020-08-05,4,24119,3415,114,3,12.8
"1170",2020-08-04,4,24005,3412,88,4,12.7
"1171",2020-08-03,4,23917,3408,108,5,12.4
"1172",2020-08-02,4,23809,3403,54,10,12.1
"1173",2020-08-01,4,23755,3393,69,11,11.8
"1174",2020-07-31,4,23686,3382,75,7,11.2
"1175",2020-07-30,4,23611,3375,110,4,11.4
"1176",2020-07-29,4,23501,3371,108,1,11.1
"1177",2020-07-28,4,23393,3370,77,4,10.6
"1178",2020-07-27,4,23316,3366,92,5,10.5
"1179",2020-07-26,4,23224,3361,38,10,10.3
"1180",2020-07-25,4,23186,3351,44,5,10.5
"1181",2020-07-24,4,23142,3346,82,4,10.9
"1182",2020-07-23,4,23060,3342,94,10,10.8
"1183",2020-07-22,4,22966,3332,88,7,10.8
"1184",2020-07-21,4,22878,3325,68,8,11.3
"1185",2020-07-20,4,22810,3317,82,11,11.7
"1186",2020-07-19,4,22728,3306,48,9,12.2
"1187",2020-07-18,4,22680,3297,63,5,12.1
"1188",2020-07-17,4,22617,3292,80,8,12.8
"1189",2020-07-16,4,22537,3284,92,8,13.2
"1190",2020-07-15,4,22445,3276,113,9,13.2
"1191",2020-07-14,4,22332,3267,89,4,13.2
"1192",2020-07-13,4,22243,3263,104,7,13.6
"1193",2020-07-12,4,22139,3256,46,8,14.3
"1194",2020-07-11,4,22093,3248,94,13,16
"1195",2020-07-10,4,21999,3235,99,5,15.8
"1196",2020-07-09,4,21900,3230,95,8,15.9
"1197",2020-07-08,4,21805,3222,110,9,16.1
"1198",2020-07-07,4,21695,3213,108,8,16.3
"1199",2020-07-06,4,21587,3205,139,8,16.8
"1200",2020-07-05,4,21448,3197,127,8,16.6
"1201",2020-07-04,4,21321,3189,84,6,15.6
"1202",2020-07-03,4,21237,3183,107,6,15.6
"1203",2020-07-02,4,21130,3177,105,11,15.8
"1204",2020-07-01,4,21025,3166,120,11,16.2
"1205",2020-06-30,4,20905,3155,129,7,17.3
"1206",2020-06-29,4,20776,3148,129,12,18.2
"1207",2020-06-28,4,20647,3136,78,6,19.1
"1208",2020-06-27,4,20569,3130,87,9,20.2
"1209",2020-06-26,4,20482,3121,114,15,21.4
"1210",2020-06-25,4,20368,3106,126,19,22.2
"1211",2020-06-24,4,20242,3087,173,15,23.1
"1212",2020-06-23,4,20069,3072,171,9,22.9
"1213",2020-06-22,4,19898,3063,177,11,22.7
"1214",2020-06-21,4,19721,3052,131,18,22.5
"1215",2020-06-20,4,19590,3034,144,15,22.8
"1216",2020-06-19,4,19446,3019,153,12,22.5
"1217",2020-06-18,4,19293,3007,169,17,22.9
"1218",2020-06-17,4,19124,2990,164,12,23.2
"1219",2020-06-16,4,18960,2978,161,13,23.2
"1220",2020-06-15,4,18799,2965,165,20,23.6
"1221",2020-06-14,4,18634,2945,145,20,23.8
"1222",2020-06-13,4,18489,2925,132,10,23.4
"1223",2020-06-12,4,18357,2915,173,20,22.8
"1224",2020-06-11,4,18184,2895,182,22,22.4
"1225",2020-06-10,4,18002,2873,166,19,21.6
"1226",2020-06-09,4,17836,2854,177,19,21.8
"1227",2020-06-08,4,17659,2835,174,24,22.6
"1228",2020-06-07,4,17485,2811,127,14,23.5
"1229",2020-06-06,4,17358,2797,105,23,23.9
"1230",2020-06-05,4,17253,2774,153,11,24.6
"1231",2020-06-04,4,17100,2763,143,20,25
"1232",2020-06-03,4,16957,2743,173,22,26
"1233",2020-06-02,4,16784,2721,218,16,26.5
"1234",2020-06-01,4,16566,2705,217,22,25.3
"1235",2020-05-31,4,16349,2683,149,20,24.8
"1236",2020-05-30,4,16200,2663,139,24,24.7
"1237",2020-05-29,4,16061,2639,170,13,25.2
"1238",2020-05-28,4,15891,2626,191,22,26.7
"1239",2020-05-27,4,15700,2604,197,23,28.5
"1240",2020-05-26,4,15503,2581,160,26,30.1
"1241",2020-05-25,4,15343,2555,192,25,32.9
"1242",2020-05-24,4,15151,2530,145,17,34.5
"1243",2020-05-23,4,15006,2513,164,33,35.7
"1244",2020-05-22,4,14842,2480,240,24,37.6
"1245",2020-05-21,4,14602,2456,281,34,37.9
"1246",2020-05-20,4,14321,2422,274,25,36.7
"1247",2020-05-19,4,14047,2397,293,25,37.2
"1248",2020-05-18,4,13754,2372,272,31,37.8
"1249",2020-05-17,4,13482,2341,203,19,38.6
"1250",2020-05-16,4,13279,2322,257,26,38.5
"1251",2020-05-15,4,13022,2296,252,22,36.8
"1252",2020-05-14,4,12770,2274,226,31,37.2
"1253",2020-05-13,4,12544,2243,298,18,39
"1254",2020-05-12,4,12246,2225,322,36,39.7
"1255",2020-05-11,4,11924,2189,308,33,38.9
"1256",2020-05-10,4,11616,2156,199,28,37.4
"1257",2020-05-09,4,11417,2128,176,40,36.8
"1258",2020-05-08,4,11241,2088,268,32,37.2
"1259",2020-05-07,4,10973,2056,313,33,37.8
"1260",2020-05-06,4,10660,2023,334,35,37.4
"1261",2020-05-05,4,10326,1988,284,41,38.3
"1262",2020-05-04,4,10042,1947,235,47,38
"1263",2020-05-03,4,9807,1900,169,40,39.8
"1264",2020-05-02,4,9638,1860,198,37,41.3
"1265",2020-05-01,4,9440,1823,294,41,42.3
"1266",2020-04-30,4,9146,1782,294,43,42.3
"1267",2020-04-29,4,8852,1739,378,54,41.9
"1268",2020-04-28,4,8474,1685,272,46,41
"1269",2020-04-27,4,8202,1639,319,46,39.9
"1270",2020-04-26,4,7883,1593,243,49,37.2
"1271",2020-04-25,4,7640,1544,245,45,37.2
"1272",2020-04-24,4,7395,1499,297,43,36.2
"1273",2020-04-23,4,7098,1456,273,52,35.3
"1274",2020-04-22,4,6825,1404,334,40,35.2
"1275",2020-04-21,4,6491,1364,219,38,32.8
"1276",2020-04-20,4,6272,1326,187,64,32.6
"1277",2020-04-19,4,6085,1262,246,50,32.3
"1278",2020-04-18,4,5839,1212,195,51,31.6
"1279",2020-04-17,4,5644,1161,255,61,31.2
"1280",2020-04-16,4,5389,1100,267,32,29.5
"1281",2020-04-15,4,5122,1068,217,65,28.8
"1282",2020-04-14,4,4905,1003,210,60,28.2
"1283",2020-04-13,4,4695,943,172,48,28.5
"1284",2020-04-12,4,4523,895,214,57,29.4
"1285",2020-04-11,4,4309,838,174,63,28.1
"1286",2020-04-10,4,4135,775,172,57,28.4
"1287",2020-04-09,4,3963,718,233,65,30.2
"1288",2020-04-08,4,3730,653,187,66,29.8
"1289",2020-04-07,4,3543,587,228,48,32
"1290",2020-04-06,4,3315,539,214,67,33
"1291",2020-04-05,4,3101,472,149,61,32.9
"1292",2020-04-04,4,2952,411,189,52,32.4
"1293",2020-04-03,4,2763,359,259,53,31.8
"1294",2020-04-02,4,2504,306,213,44,29.3
"1295",2020-04-01,4,2291,262,296,45,28.1
"1390",2020-12-08,5,179955,8310,1694,66,166
"1391",2020-12-07,5,178261,8244,1716,50,163.1
"1392",2020-12-06,5,176545,8194,1127,56,162.8
"1393",2020-12-05,5,175418,8138,1102,49,162.7
"1394",2020-12-04,5,174316,8089,1392,69,163.2
"1395",2020-12-03,5,172924,8020,1348,58,166.1
"1396",2020-12-02,5,171576,7962,1469,48,171.8
"1397",2020-12-01,5,170107,7914,1523,55,179.3
"1398",2020-11-30,5,168584,7859,1698,74,187.7
"1399",2020-11-29,5,166886,7785,1120,89,196.8
"1400",2020-11-28,5,165766,7696,1135,60,202.7
"1401",2020-11-27,5,164631,7636,1562,56,210.3
"1402",2020-11-26,5,163069,7580,1690,72,222.8
"1403",2020-11-25,5,161379,7508,1912,56,234.3
"1404",2020-11-24,5,159467,7452,2022,58,246.1
"1405",2020-11-23,5,157445,7394,2240,71,263
"1406",2020-11-22,5,155205,7323,1468,66,282.3
"1407",2020-11-21,5,153737,7257,1587,63,291.7
"1408",2020-11-20,5,152150,7194,2304,68,304.7
"1409",2020-11-19,5,149846,7126,2373,62,317.2
"1410",2020-11-18,5,147473,7064,2609,64,329.4
"1411",2020-11-17,5,144864,7000,3028,59,345
"1412",2020-11-16,5,141836,6941,3384,55,355.3
"1413",2020-11-15,5,138452,6886,2025,58,364.5
"1414",2020-11-14,5,136427,6828,2360,49,371.6
"1415",2020-11-13,5,134067,6779,3043,42,370.1
"1416",2020-11-12,5,131024,6737,3098,49,365.8
"1417",2020-11-11,5,127926,6688,3535,54,361.3
"1418",2020-11-10,5,124391,6634,3641,47,348
"1419",2020-11-09,5,120750,6587,3928,43,338.9
"1420",2020-11-08,5,116822,6544,2448,45,334.1
"1421",2020-11-07,5,114374,6499,2267,47,320
"1422",2020-11-06,5,112107,6452,2791,42,314.5
"1423",2020-11-05,5,109316,6410,2832,46,311.1
"1424",2020-11-04,5,106484,6364,2741,44,305.3
"1425",2020-11-03,5,103743,6320,3101,34,301.9
"1426",2020-11-02,5,100642,6286,3643,42,290.6
"1427",2020-11-01,5,96999,6244,1615,33,273.5
"1428",2020-10-31,5,95384,6211,1940,36,273
"1429",2020-10-30,5,93444,6175,2590,37,266.4
"1430",2020-10-29,5,90854,6138,2488,33,257
"1431",2020-10-28,5,88366,6105,2540,19,250.7
"1432",2020-10-27,5,85826,6086,2426,29,245.4
"1433",2020-10-26,5,83400,6057,2633,32,242.8
"1434",2020-10-25,5,80767,6025,1585,20,235.5
"1435",2020-10-24,5,79182,6005,1545,11,228.8
"1436",2020-10-23,5,77637,5994,2034,25,223.6
"1437",2020-10-22,5,75603,5969,2112,24,216.5
"1438",2020-10-21,5,73491,5945,2229,19,207.7
"1439",2020-10-20,5,71262,5926,2270,22,196.6
"1440",2020-10-19,5,68992,5904,2202,17,183.5
"1441",2020-10-18,5,66790,5887,1187,11,171.6
